item,identification error rate %,total,correct,correct %,false alarm,false alarm %,missed detection,missed detection %,confusion,confusion %
SOD_9858_018240_018360.rttm,102.50,59.28,13.30,22.43,14.78,24.93,23.65,39.89,22.33,37.68
SOD_9858_021360_021480.rttm,378.61,11.25,0.00,0.00,31.34,278.61,1.91,17.00,9.33,83.00
SOD_9858_022020_022140.rttm,118.35,54.62,14.51,26.56,24.53,44.91,13.79,25.25,26.32,48.19
SOD_9858_023100_023220.rttm,162.76,55.42,2.95,5.32,37.73,68.08,16.54,29.84,35.93,64.84
WAR_1130_002640_002760.rttm,69.44,77.13,33.21,43.06,9.64,12.50,12.21,15.83,31.71,41.11
WAR_1130_003000_003120.rttm,60.14,98.44,44.24,44.95,5.01,5.09,17.32,17.60,36.87,37.45
WAR_1130_004380_004500.rttm,284.29,24.13,6.60,27.35,51.07,211.64,1.77,7.35,15.76,65.30
WAR_1130_007080_007200.rttm,63.26,68.01,28.66,42.15,3.68,5.41,20.89,30.71,18.46,27.14
WAR_1130_009120_009240.rttm,137.11,48.50,16.90,34.84,34.90,71.96,7.45,15.36,24.15,49.79
WAR_1130_011220_011340.rttm,125.68,27.44,4.15,15.13,11.20,40.80,8.78,32.01,14.50,52.86
WAR_1130_013260_013380.rttm,45.52,94.33,62.94,66.72,11.55,12.24,9.57,10.14,21.82,23.13
WAR_1130_021960_022080.rttm,311.78,36.79,4.48,12.19,82.41,223.97,0.00,0.00,32.31,87.81
WAR_1130_022980_023100.rttm,1300.01,9.12,0.00,0.00,109.48,1200.01,0.00,0.00,9.12,100.00
WAR_1130_023580_023700.rttm,77.59,54.84,31.79,57.98,19.51,35.57,15.99,29.15,7.06,12.87
WAR_1130_026400_026520.rttm,257.42,42.90,9.56,22.28,77.10,179.69,0.00,0.00,33.35,77.72
WAR_1130_027660_027780.rttm,60.00,71.58,35.94,50.22,7.31,10.22,14.03,19.61,21.60,30.18
WAR_1130_037140_037260.rttm,76.24,62.42,36.82,58.98,21.99,35.22,5.66,9.07,19.94,31.94
WAR_1130_039420_039540.rttm,908.39,11.04,0.00,0.00,89.28,808.39,2.16,19.59,8.88,80.41
WAR_1130_040080_040200.rttm,24.65,102.40,93.96,91.76,16.80,16.41,0.81,0.79,7.62,7.45
WAR_2535_004380_004500.rttm,104.38,33.19,11.85,35.69,13.30,40.07,8.94,26.94,12.40,37.37
WAR_2535_006840_006960.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_2535_009720_009840.rttm,64.94,85.57,41.65,48.67,11.65,13.62,27.15,31.72,16.77,19.60
WAR_2535_010920_011040.rttm,74.64,46.10,17.68,38.34,5.98,12.98,26.99,58.54,1.44,3.12
WAR_2535_012600_012720.rttm,75.75,87.68,32.44,37.00,11.17,12.74,23.65,26.97,31.59,36.03
WAR_2535_013320_013440.rttm,92.22,52.01,10.90,20.95,6.85,13.17,21.46,41.26,19.65,37.79
WAR_2535_014940_015060.rttm,134.89,16.71,2.17,12.96,8.00,47.85,5.98,35.79,8.57,51.25
WAR_2535_018660_018780.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_2535_025740_025860.rttm,64.93,78.34,32.82,41.90,5.35,6.83,38.01,48.51,7.51,9.59
WAR_2535_032640_032760.rttm,106.60,87.94,15.91,18.09,21.72,24.70,13.28,15.10,58.75,66.81
WAR_2535_034500_034620.rttm,94.26,90.42,25.53,28.23,20.33,22.49,3.43,3.79,61.46,67.98
WAR_2535_035640_035760.rttm,131.74,58.86,12.60,21.40,31.29,53.15,39.77,67.56,6.49,11.03
WAR_2535_036960_037080.rttm,72.26,64.02,25.13,39.25,7.36,11.50,8.23,12.86,30.66,47.89
WAR_2535_038400_038520.rttm,81.87,79.14,29.23,36.94,14.88,18.80,15.03,18.99,34.88,44.08
WAR_2535_045660_045780.rttm,151.30,12.77,6.30,49.31,12.85,100.60,4.85,37.99,1.62,12.70
WAR_3090_010980_011100.rttm,272.29,25.48,4.20,16.48,48.11,188.76,6.77,26.57,14.51,56.96
WAR_3090_016320_016440.rttm,181.62,13.51,2.38,17.60,13.40,99.22,4.28,31.70,6.85,50.69
WAR_3090_020820_020940.rttm,250.59,10.39,0.70,6.74,16.35,157.33,4.60,44.30,5.09,48.97
WAR_3090_021120_021240.rttm,121.64,25.14,2.47,9.81,7.91,31.45,8.55,34.03,14.12,56.16
WAR_3090_027060_027180.rttm,83.58,39.08,22.06,56.45,15.64,40.03,9.24,23.65,7.77,19.89
WAR_3090_030780_030900.rttm,525.85,10.59,0.00,0.00,45.08,425.85,8.36,78.93,2.23,21.07
WAR_3090_031860_031980.rttm,100.00,0.00,0.00,,88.49,,0.00,,0.00,
WAR_3090_032340_032460.rttm,100.00,0.00,0.00,,91.15,,0.00,,0.00,
WAR_3090_034200_034320.rttm,100.00,0.00,0.00,,20.06,,0.00,,0.00,
WAR_3090_037080_037200.rttm,229.85,15.06,5.29,35.15,24.85,165.01,3.63,24.10,6.14,40.74
WAR_3090_043920_044040.rttm,146.57,55.41,21.09,38.05,46.89,84.62,2.98,5.37,31.35,56.58
WAR_3090_046980_047100.rttm,122.50,53.00,23.92,45.12,35.84,67.62,6.62,12.49,22.47,42.39
WAR_3090_047700_047820.rttm,115.17,52.92,17.84,33.71,25.87,48.88,6.84,12.93,28.24,53.36
WAR_3090_048720_048840.rttm,58.23,49.24,32.96,66.93,12.39,25.17,7.76,15.75,8.53,17.31
WAR_3090_055920_056040.rttm,60.45,80.42,48.06,59.76,16.25,20.21,5.34,6.64,27.02,33.60
WAR_3528_003060_003180.rttm,94.42,92.15,18.15,19.70,13.01,14.12,41.57,45.11,32.43,35.19
WAR_3528_006600_006720.rttm,74.97,62.15,39.50,63.56,23.95,38.54,1.52,2.45,21.12,33.99
WAR_3528_007680_007800.rttm,354.79,13.29,4.84,36.40,38.71,291.19,0.86,6.48,7.59,57.12
WAR_3528_012000_012120.rttm,100.00,0.00,0.00,,73.09,,0.00,,0.00,
WAR_3528_015360_015480.rttm,100.00,0.00,0.00,,64.00,,0.00,,0.00,
WAR_3528_018480_018600.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_3528_023100_023220.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_3528_028920_029040.rttm,156.86,0.51,0.00,0.00,0.29,56.86,0.20,39.22,0.31,60.78
WAR_3528_030600_030720.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_3528_045720_045840.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_3528_047940_048060.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_3528_049920_050040.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_3528_050400_050520.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_3528_054960_055080.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_3528_056340_056460.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_4995_002820_002940.rttm,85.50,67.33,24.27,36.05,14.51,21.55,22.63,33.61,20.43,30.34
WAR_4995_005100_005220.rttm,171.01,1.89,0.29,15.37,1.63,86.38,1.17,61.84,0.43,22.79
WAR_4995_007080_007200.rttm,69.20,47.43,21.32,44.96,6.71,14.15,15.18,32.00,10.93,23.04
WAR_4995_007440_007560.rttm,70.22,47.04,24.86,52.85,10.85,23.07,6.42,13.65,15.76,33.50
WAR_4995_012660_012780.rttm,76.39,23.06,11.05,47.91,5.60,24.30,10.17,44.11,1.84,7.98
WAR_4995_017580_017700.rttm,84.29,17.60,12.17,69.17,9.40,53.45,4.10,23.30,1.32,7.53
WAR_4995_019500_019620.rttm,94.61,29.82,15.77,52.87,14.16,47.48,4.26,14.30,9.79,32.83
WAR_4995_020340_020460.rttm,112.22,15.80,7.35,46.51,9.28,58.72,5.98,37.84,2.47,15.66
WAR_4995_023160_023280.rttm,126.79,19.45,9.64,49.57,14.85,76.36,4.30,22.13,5.50,28.30
WAR_4995_026280_026400.rttm,56.74,25.72,16.34,63.56,5.22,20.30,5.00,19.43,4.37,17.01
WAR_4995_026700_026820.rttm,35.18,102.72,78.13,76.06,11.55,11.25,2.70,2.63,21.88,21.30
WAR_4995_027300_027420.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_4995_029760_029880.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_4995_032760_032880.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_4995_033120_033240.rttm,178.12,4.77,1.58,33.03,5.30,111.15,2.42,50.63,0.78,16.35
WAR_5613_007800_007920.rttm,146.63,77.31,0.00,0.00,36.05,46.63,1.01,1.31,76.30,98.69
WAR_5613_015240_015360.rttm,132.90,18.25,3.94,21.58,9.94,54.49,2.39,13.09,11.92,65.33
WAR_5613_017820_017940.rttm,154.41,72.11,8.65,12.00,47.89,66.41,0.00,0.00,63.46,88.00
WAR_5613_020040_020160.rttm,77.48,75.68,21.72,28.70,4.68,6.18,33.38,44.10,20.58,27.19
WAR_5613_028560_028680.rttm,93.82,75.97,16.99,22.37,12.30,16.19,17.76,23.37,41.22,54.26
WAR_5613_029700_029820.rttm,984.82,12.18,0.00,0.00,107.81,884.82,0.00,0.00,12.18,100.00
WAR_5613_030540_030660.rttm,85.25,65.91,20.30,30.80,10.58,16.05,13.25,20.10,32.36,49.10
WAR_5613_031980_032100.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_5613_033000_033120.rttm,154.32,55.85,12.51,22.40,42.85,76.72,2.22,3.97,41.12,73.63
WAR_5613_034620_034740.rttm,54.73,108.21,55.57,51.36,6.59,6.09,6.19,5.72,46.45,42.92
WAR_5613_038820_038940.rttm,67.52,83.79,31.54,37.64,4.33,5.16,29.33,35.00,22.92,27.36
WAR_5613_044400_044520.rttm,136.63,85.42,0.00,0.00,31.29,36.63,2.41,2.83,83.00,97.17
WAR_5613_053760_053880.rttm,73.92,84.64,32.47,38.36,10.39,12.27,17.04,20.14,35.13,41.51
WAR_5613_056520_056640.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_5613_057240_057360.rttm,100.00,0.00,0.00,,1.61,,0.00,,0.00,
WAR_5959_003960_004080.rttm,74.13,39.18,18.72,47.78,8.58,21.90,10.24,26.14,10.22,26.08
WAR_5959_004920_005040.rttm,126.93,7.50,0.13,1.72,2.15,28.65,7.03,93.74,0.34,4.54
WAR_5959_008520_008640.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_5959_012240_012360.rttm,87.08,35.09,13.09,37.31,8.56,24.39,6.10,17.37,15.90,45.32
WAR_5959_012840_012960.rttm,72.53,72.62,32.29,44.47,12.34,17.00,13.03,17.94,27.30,37.60
WAR_5959_018300_018420.rttm,137.59,44.28,8.67,19.59,25.32,57.18,23.62,53.34,11.99,27.07
WAR_5959_021960_022080.rttm,74.66,28.50,12.79,44.85,5.56,19.51,11.08,38.89,4.63,16.26
WAR_5959_022920_023040.rttm,76.15,94.33,47.77,50.64,25.27,26.79,3.04,3.22,43.53,46.14
WAR_5959_025800_025920.rttm,90.73,54.05,22.44,41.51,17.42,32.24,13.80,25.54,17.81,32.95
WAR_5959_037560_037680.rttm,77.23,100.80,32.26,32.01,9.32,9.24,21.80,21.62,46.74,46.37
WAR_5959_039300_039420.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_5959_041940_042060.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_5959_042300_042420.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_5959_051900_052020.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_5959_055800_055920.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9398_003180_003300.rttm,127.51,11.13,5.74,51.60,8.80,79.10,4.32,38.79,1.07,9.62
WAR_9398_005100_005220.rttm,69.21,35.83,25.44,71.00,14.41,40.21,3.71,10.36,6.68,18.64
WAR_9398_006000_006120.rttm,33.11,43.02,34.69,80.64,5.92,13.75,3.63,8.45,4.69,10.91
WAR_9398_007680_007800.rttm,54.04,55.95,38.73,69.21,13.01,23.26,9.50,16.97,7.73,13.81
WAR_9398_009300_009420.rttm,42.09,73.85,64.71,87.63,21.95,29.72,5.28,7.15,3.86,5.22
WAR_9398_011640_011760.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9398_012540_012660.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9398_013500_013620.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9398_018660_018780.rttm,54.66,105.18,54.25,51.58,6.57,6.25,26.11,24.82,24.82,23.59
WAR_9398_019500_019620.rttm,71.04,14.14,11.09,78.48,7.00,49.52,2.77,19.63,0.27,1.90
WAR_9398_022920_023040.rttm,122.73,1.10,0.83,75.45,1.08,98.18,0.27,24.55,0.00,0.00
WAR_9398_026700_026820.rttm,58.00,7.30,6.28,86.14,3.22,44.14,1.00,13.64,0.02,0.22
WAR_9398_027600_027720.rttm,75.80,10.25,5.63,54.94,3.15,30.74,3.72,36.31,0.90,8.75
WAR_9398_033780_033900.rttm,60.50,68.87,52.21,75.81,25.01,36.31,7.49,10.87,9.17,13.32
WAR_9398_034140_034260.rttm,64.27,76.60,61.77,80.64,34.40,44.91,1.65,2.16,13.18,17.21
WAR_9427_004380_004500.rttm,100.52,32.07,12.14,37.86,12.31,38.38,4.45,13.87,15.48,48.27
WAR_9427_008940_009060.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9427_009960_010080.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9427_017880_018000.rttm,171.72,6.60,2.63,39.88,7.36,111.60,1.59,24.03,2.38,36.09
WAR_9427_018240_018360.rttm,282.37,23.10,11.34,49.07,53.47,231.45,0.43,1.88,11.33,49.05
WAR_9427_021000_021120.rttm,110.40,76.61,0.71,0.93,8.68,11.33,59.97,78.28,15.93,20.79
WAR_9427_022800_022920.rttm,54.98,104.57,61.98,59.27,14.90,14.25,0.33,0.31,42.26,40.42
WAR_9427_033300_033420.rttm,158.61,48.22,18.12,37.57,46.38,96.18,0.98,2.03,29.12,60.39
WAR_9427_043260_043380.rttm,158.30,19.50,5.50,28.22,16.87,86.52,6.71,34.42,7.28,37.36
WAR_9427_045000_045120.rttm,185.83,55.84,10.00,17.92,57.93,103.74,0.60,1.08,45.24,81.01
WAR_9427_045960_046080.rttm,295.61,32.19,2.93,9.12,65.90,204.73,0.73,2.25,28.53,88.63
WAR_9427_049320_049440.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9427_053340_053460.rttm,164.99,37.38,1.06,2.84,25.36,67.83,25.34,67.79,10.98,29.37
WAR_9427_056040_056160.rttm,119.31,74.54,18.34,24.61,32.74,43.92,5.49,7.37,50.71,68.02
WAR_9427_056760_056880.rttm,216.57,45.08,3.92,8.70,56.47,125.27,2.70,5.99,38.46,85.31
WAR_9755_004140_004260.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9755_010980_011100.rttm,65.73,58.54,30.58,52.23,10.51,17.96,10.72,18.30,17.25,29.47
WAR_9755_013140_013260.rttm,59.19,19.91,12.86,64.60,4.74,23.80,5.83,29.27,1.22,6.13
WAR_9755_014640_014760.rttm,100.00,0.00,0.00,,39.49,,0.00,,0.00,
WAR_9755_016680_016800.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9755_017160_017280.rttm,212.18,14.43,0.00,0.00,16.19,112.18,2.34,16.18,12.10,83.82
WAR_9755_019020_019140.rttm,98.78,80.06,2.62,3.27,1.64,2.05,70.85,88.50,6.59,8.23
WAR_9755_026520_026640.rttm,0.00,0.00,0.00,,0.00,,0.00,,0.00,
WAR_9755_029400_029520.rttm,110.03,8.71,0.29,3.36,1.17,13.40,8.42,96.64,0.00,0.00
WAR_9755_031080_031200.rttm,78.53,59.78,15.75,26.35,2.92,4.88,38.40,64.23,5.63,9.42
WAR_9755_035280_035400.rttm,127.01,51.02,6.70,13.14,20.48,40.14,22.28,43.67,22.04,43.19
WAR_9755_036060_036180.rttm,100.56,54.51,26.77,49.10,27.07,49.66,10.16,18.64,17.58,32.26
WAR_9755_036900_037020.rttm,104.94,14.60,9.47,64.84,10.19,69.78,3.00,20.54,2.13,14.62
WAR_9755_038340_038460.rttm,118.72,34.63,12.16,35.10,18.64,53.83,10.15,29.31,12.32,35.59
WAR_9755_038880_039000.rttm,390.69,22.85,6.55,28.65,72.97,319.34,1.70,7.45,14.60,63.90
TOTAL,123.87,24664.27,8860.30,35.92,14748.43,59.80,5469.55,22.18,10334.42,41.90
