item,detection error rate %,total,false alarm,false alarm %,miss,miss %
C16_20170710_023640_023700.rttm,0.00,0.00,0.00,,0.00,
C16_20170710_027240_027300.rttm,0.00,0.00,0.00,,0.00,
C16_20170710_030840_030900.rttm,0.00,0.00,0.00,,0.00,
C16_20170710_034440_034500.rttm,100.00,0.00,11.38,,0.00,
C16_20170710_038040_038100.rttm,0.00,0.00,0.00,,0.00,
C16_20170710_041640_041700.rttm,0.00,0.00,0.00,,0.00,
C16_20170710_045240_045300.rttm,0.00,0.00,0.00,,0.00,
C16_20170710_048840_048900.rttm,0.00,0.00,0.00,,0.00,
C16_20170710_052440_052500.rttm,0.00,0.00,0.00,,0.00,
C16_20170710_056040_056100.rttm,0.00,0.00,0.00,,0.00,
C18_20170711_002040_002100.rttm,0.00,0.00,0.00,,0.00,
C18_20170711_005640_005700.rttm,100.00,0.00,1.03,,0.00,
C18_20170711_009240_009300.rttm,100.00,0.00,27.71,,0.00,
C18_20170711_012840_012900.rttm,100.00,0.00,1.17,,0.00,
C18_20170711_016440_016500.rttm,100.00,0.00,1.02,,0.00,
C18_20170711_020040_020100.rttm,100.00,0.00,7.97,,0.00,
C18_20170711_023640_023700.rttm,100.00,0.00,1.02,,0.00,
C18_20170711_027240_027300.rttm,0.00,0.00,0.00,,0.00,
C18_20170711_030840_030900.rttm,100.00,0.00,45.03,,0.00,
C18_20170711_034440_034500.rttm,100.00,0.00,44.07,,0.00,
C18_20170711_038040_038100.rttm,100.00,0.00,60.00,,0.00,
C18_20170711_041640_041700.rttm,100.00,0.00,60.00,,0.00,
C18_20170711_045240_045300.rttm,100.00,0.00,50.12,,0.00,
C18_20170711_048840_048900.rttm,0.00,0.00,0.00,,0.00,
C18_20170711_052440_052500.rttm,100.00,0.00,0.82,,0.00,
C18_20170711_056040_056100.rttm,100.00,0.00,14.52,,0.00,
C18_20170718_002040_002100.rttm,100.00,0.00,17.78,,0.00,
C18_20170718_005640_005700.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_009240_009300.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_012840_012900.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_016440_016500.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_020040_020100.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_023640_023700.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_027240_027300.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_030840_030900.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_034440_034500.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_038040_038100.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_041640_041700.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_045240_045300.rttm,100.00,0.00,2.47,,0.00,
C18_20170718_048840_048900.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_052440_052500.rttm,0.00,0.00,0.00,,0.00,
C18_20170718_056040_056100.rttm,0.00,0.00,0.00,,0.00,
C20_20170711_002040_002100.rttm,100.00,0.00,1.00,,0.00,
C20_20170711_005640_005700.rttm,0.00,0.00,0.00,,0.00,
C20_20170711_009240_009300.rttm,0.00,0.00,0.00,,0.00,
C20_20170711_012840_012900.rttm,0.00,0.00,0.00,,0.00,
C20_20170711_016440_016500.rttm,0.00,0.00,0.00,,0.00,
C20_20170711_020040_020100.rttm,0.00,0.00,0.00,,0.00,
C20_20170711_023640_023700.rttm,0.00,0.00,0.00,,0.00,
C20_20170711_027240_027300.rttm,100.00,0.00,1.00,,0.00,
