item,detection precision %,retrieved,relevant retrieved
C09_20170708_036240_036300.rttm,100.00,0.00,0.00
C09_20170708_036840_036900.rttm,100.00,0.00,0.00
C09_20170708_037440_037500.rttm,100.00,0.00,0.00
C09_20170708_038040_038100.rttm,100.00,0.00,0.00
C09_20170708_038640_038700.rttm,100.00,0.00,0.00
C09_20170708_039240_039300.rttm,100.00,0.00,0.00
C09_20170708_039840_039900.rttm,0.00,0.60,0.00
C09_20170708_040440_040500.rttm,100.00,0.00,0.00
C09_20170708_041040_041100.rttm,100.00,0.00,0.00
C09_20170708_041640_041700.rttm,100.00,0.00,0.00
C09_20170708_042240_042300.rttm,100.00,0.00,0.00
C09_20170708_042840_042900.rttm,100.00,0.00,0.00
C09_20170708_043440_043500.rttm,0.00,0.63,0.00
C09_20170708_044040_044100.rttm,100.00,0.00,0.00
C09_20170708_044640_044700.rttm,100.00,0.00,0.00
C09_20170708_045240_045300.rttm,100.00,0.00,0.00
C09_20170708_045840_045900.rttm,100.00,0.00,0.00
C09_20170708_046440_046500.rttm,100.00,0.00,0.00
C09_20170708_047040_047100.rttm,100.00,0.00,0.00
C09_20170708_047640_047700.rttm,100.00,0.00,0.00
C09_20170708_048240_048300.rttm,100.00,0.00,0.00
C09_20170708_048840_048900.rttm,100.00,0.00,0.00
C09_20170708_049440_049500.rttm,100.00,0.00,0.00
C09_20170708_050040_050100.rttm,0.00,1.00,0.00
C09_20170708_050640_050700.rttm,100.00,0.00,0.00
C09_20170708_051240_051300.rttm,100.00,0.00,0.00
C09_20170708_051840_051900.rttm,100.00,0.00,0.00
C09_20170708_052440_052500.rttm,100.00,0.00,0.00
C09_20170708_053040_053100.rttm,100.00,0.00,0.00
C09_20170708_053640_053700.rttm,100.00,0.00,0.00
C09_20170708_054240_054300.rttm,100.00,0.00,0.00
C09_20170708_054840_054900.rttm,100.00,0.00,0.00
C09_20170708_055440_055500.rttm,100.00,0.00,0.00
C09_20170708_056040_056100.rttm,100.00,0.00,0.00
C09_20170708_056640_056700.rttm,100.00,0.00,0.00
C09_20170708_057240_057300.rttm,100.00,0.00,0.00
C10_20170709_002040_002100.rttm,45.67,26.54,12.12
C10_20170709_002640_002700.rttm,0.00,23.53,0.00
C10_20170709_003240_003300.rttm,0.00,3.71,0.00
C10_20170709_003840_003900.rttm,0.00,2.85,0.00
C10_20170709_004440_004500.rttm,0.00,1.00,0.00
C10_20170709_005040_005100.rttm,100.00,0.00,0.00
C10_20170709_005640_005700.rttm,0.00,1.03,0.00
C10_20170709_006240_006300.rttm,0.00,2.17,0.00
C10_20170709_006840_006900.rttm,0.00,27.73,0.00
C10_20170709_007440_007500.rttm,0.00,16.59,0.00
C10_20170709_008040_008100.rttm,0.00,15.34,0.00
C10_20170709_008640_008700.rttm,0.00,2.04,0.00
C10_20170709_009240_009300.rttm,84.08,18.66,15.69
C10_20170709_009840_009900.rttm,0.00,20.91,0.00
C10_20170709_010440_010500.rttm,0.00,27.64,0.00
C10_20170709_011040_011100.rttm,0.00,28.62,0.00
C10_20170709_011640_011700.rttm,0.00,11.46,0.00
C10_20170709_012240_012300.rttm,0.00,21.50,0.00
C10_20170709_012840_012900.rttm,34.72,12.01,4.17
C10_20170709_013440_013500.rttm,0.00,21.68,0.00
C10_20170709_014040_014100.rttm,0.00,8.82,0.00
C10_20170709_014640_014700.rttm,0.00,26.88,0.00
C10_20170709_015240_015300.rttm,0.00,16.62,0.00
C10_20170709_015840_015900.rttm,0.00,2.18,0.00
C10_20170709_016440_016500.rttm,72.05,13.99,10.08
C10_20170709_017040_017100.rttm,0.00,12.16,0.00
C10_20170709_017640_017700.rttm,0.00,23.44,0.00
C10_20170709_018240_018300.rttm,0.00,23.27,0.00
C10_20170709_018840_018900.rttm,0.00,5.79,0.00
C10_20170709_019440_019500.rttm,0.00,12.62,0.00
C10_20170709_020040_020100.rttm,83.82,25.95,21.75
C10_20170709_020640_020700.rttm,0.00,29.90,0.00
C10_20170709_021240_021300.rttm,0.00,19.47,0.00
C10_20170709_021840_021900.rttm,0.00,19.54,0.00
C10_20170709_022440_022500.rttm,0.00,18.39,0.00
C10_20170709_023040_023100.rttm,0.00,43.94,0.00
C10_20170709_023640_023700.rttm,32.85,15.13,4.97
C10_20170709_024240_024300.rttm,0.00,25.10,0.00
C10_20170709_024840_024900.rttm,0.00,28.22,0.00
C10_20170709_025440_025500.rttm,0.00,34.23,0.00
C10_20170709_026040_026100.rttm,0.00,31.06,0.00
C10_20170709_026640_026700.rttm,0.00,18.18,0.00
C10_20170709_027240_027300.rttm,70.07,19.28,13.51
C10_20170709_027840_027900.rttm,0.00,11.76,0.00
C10_20170709_028440_028500.rttm,0.00,2.27,0.00
C10_20170709_029040_029100.rttm,0.00,31.29,0.00
C10_20170709_029640_029700.rttm,0.00,12.45,0.00
C10_20170709_030240_030300.rttm,0.00,5.52,0.00
C10_20170709_030840_030900.rttm,43.04,1.58,0.68
C10_20170709_031440_031500.rttm,0.00,15.46,0.00
C10_20170709_032040_032100.rttm,0.00,15.16,0.00
C10_20170709_032640_032700.rttm,0.00,17.91,0.00
C10_20170709_033240_033300.rttm,0.00,21.82,0.00
C10_20170709_033840_033900.rttm,0.00,27.06,0.00
C10_20170709_034440_034500.rttm,70.03,18.95,13.27
C10_20170709_035040_035100.rttm,0.00,31.97,0.00
C10_20170709_035640_035700.rttm,0.00,22.99,0.00
C10_20170709_036240_036300.rttm,0.00,35.11,0.00
C10_20170709_036840_036900.rttm,0.00,50.15,0.00
C10_20170709_037440_037500.rttm,0.00,33.30,0.00
C10_20170709_038040_038100.rttm,90.48,46.09,41.70
C10_20170709_038640_038700.rttm,0.00,26.60,0.00
C10_20170709_039240_039300.rttm,0.00,43.09,0.00
C10_20170709_039840_039900.rttm,0.00,30.34,0.00
C10_20170709_040440_040500.rttm,0.00,25.75,0.00
C10_20170709_041040_041100.rttm,0.00,8.74,0.00
C10_20170709_041640_041700.rttm,100.00,0.00,0.00
C10_20170709_042240_042300.rttm,100.00,0.00,0.00
C10_20170709_042840_042900.rttm,100.00,0.00,0.00
C10_20170709_043440_043500.rttm,0.00,0.80,0.00
C10_20170709_044040_044100.rttm,100.00,0.00,0.00
C10_20170709_044640_044700.rttm,100.00,0.00,0.00
C10_20170709_045240_045300.rttm,100.00,0.00,0.00
C10_20170709_045840_045900.rttm,100.00,0.00,0.00
C10_20170709_046440_046500.rttm,100.00,0.00,0.00
C10_20170709_047040_047100.rttm,100.00,0.00,0.00
C10_20170709_047640_047700.rttm,100.00,0.00,0.00
C10_20170709_048240_048300.rttm,100.00,0.00,0.00
C10_20170709_048840_048900.rttm,100.00,0.00,0.00
C10_20170709_049440_049500.rttm,100.00,0.00,0.00
C10_20170709_050040_050100.rttm,100.00,0.00,0.00
C10_20170709_050640_050700.rttm,100.00,0.00,0.00
C10_20170709_051240_051300.rttm,100.00,0.00,0.00
C10_20170709_051840_051900.rttm,0.00,12.05,0.00
C10_20170709_052440_052500.rttm,100.00,0.00,0.00
C10_20170709_053040_053100.rttm,100.00,0.00,0.00
C10_20170709_053640_053700.rttm,100.00,0.00,0.00
C10_20170709_054240_054300.rttm,100.00,0.00,0.00
C10_20170709_054840_054900.rttm,100.00,0.00,0.00
C10_20170709_055440_055500.rttm,100.00,0.00,0.00
C10_20170709_056040_056100.rttm,100.00,0.00,0.00
C10_20170709_056640_056700.rttm,100.00,0.00,0.00
C10_20170709_057240_057300.rttm,100.00,0.00,0.00
C11_20170709_002040_002100.rttm,76.96,43.41,33.41
C11_20170709_002640_002700.rttm,0.00,21.25,0.00
C11_20170709_003240_003300.rttm,0.00,8.09,0.00
C11_20170709_003840_003900.rttm,0.00,6.12,0.00
C11_20170709_004440_004500.rttm,0.00,2.01,0.00
C11_20170709_005040_005100.rttm,100.00,0.00,0.00
C11_20170709_005640_005700.rttm,100.00,0.00,0.00
C11_20170709_006240_006300.rttm,0.00,3.70,0.00
C11_20170709_006840_006900.rttm,0.00,5.15,0.00
C11_20170709_007440_007500.rttm,0.00,1.60,0.00
C11_20170709_008040_008100.rttm,0.00,2.18,0.00
C11_20170709_008640_008700.rttm,0.00,5.02,0.00
C11_20170709_009240_009300.rttm,100.00,0.00,0.00
C11_20170709_009840_009900.rttm,0.00,1.00,0.00
C11_20170709_010440_010500.rttm,0.00,4.02,0.00
C11_20170709_011040_011100.rttm,0.00,1.00,0.00
C11_20170709_011640_011700.rttm,0.00,2.08,0.00
C11_20170709_012240_012300.rttm,0.00,6.00,0.00
C11_20170709_012840_012900.rttm,100.00,0.00,0.00
C11_20170709_013440_013500.rttm,0.00,13.81,0.00
C11_20170709_014040_014100.rttm,0.00,9.99,0.00
C11_20170709_014640_014700.rttm,0.00,26.52,0.00
C11_20170709_015240_015300.rttm,0.00,21.84,0.00
C11_20170709_015840_015900.rttm,0.00,29.42,0.00
C11_20170709_016440_016500.rttm,57.64,24.20,13.95
C11_20170709_017040_017100.rttm,0.00,23.03,0.00
C11_20170709_017640_017700.rttm,0.00,23.43,0.00
C11_20170709_018240_018300.rttm,0.00,16.18,0.00
C11_20170709_018840_018900.rttm,0.00,3.92,0.00
C11_20170709_019440_019500.rttm,0.00,31.54,0.00
C11_20170709_020040_020100.rttm,83.24,8.59,7.15
C11_20170709_020640_020700.rttm,0.00,22.17,0.00
C11_20170709_021240_021300.rttm,0.00,2.72,0.00
C11_20170709_021840_021900.rttm,0.00,18.90,0.00
C11_20170709_022440_022500.rttm,0.00,15.97,0.00
C11_20170709_023040_023100.rttm,0.00,17.29,0.00
C11_20170709_023640_023700.rttm,80.00,12.15,9.72
C11_20170709_024240_024300.rttm,0.00,30.05,0.00
C11_20170709_024840_024900.rttm,0.00,26.30,0.00
C11_20170709_025440_025500.rttm,0.00,17.47,0.00
C11_20170709_026040_026100.rttm,0.00,36.27,0.00
C11_20170709_026640_026700.rttm,0.00,9.91,0.00
C11_20170709_027240_027300.rttm,80.23,30.10,24.15
C11_20170709_027840_027900.rttm,0.00,23.29,0.00
C11_20170709_028440_028500.rttm,0.00,14.57,0.00
C11_20170709_029040_029100.rttm,0.00,2.02,0.00
C11_20170709_029640_029700.rttm,0.00,11.58,0.00
C11_20170709_030240_030300.rttm,0.00,28.05,0.00
C11_20170709_030840_030900.rttm,88.27,20.98,18.52
C11_20170709_031440_031500.rttm,0.00,7.52,0.00
C11_20170709_032040_032100.rttm,0.00,25.98,0.00
C11_20170709_032640_032700.rttm,0.00,5.28,0.00
C11_20170709_033240_033300.rttm,0.00,12.73,0.00
C11_20170709_033840_033900.rttm,0.00,42.79,0.00
C11_20170709_034440_034500.rttm,58.84,34.67,20.40
C11_20170709_035040_035100.rttm,0.00,34.00,0.00
C11_20170709_035640_035700.rttm,0.00,15.68,0.00
C11_20170709_036240_036300.rttm,0.00,26.98,0.00
C11_20170709_036840_036900.rttm,0.00,20.96,0.00
C11_20170709_037440_037500.rttm,0.00,26.88,0.00
C11_20170709_038040_038100.rttm,54.43,11.17,6.08
C11_20170709_038640_038700.rttm,0.00,20.33,0.00
C11_20170709_039240_039300.rttm,0.00,23.89,0.00
C11_20170709_039840_039900.rttm,100.00,0.00,0.00
C11_20170709_040440_040500.rttm,0.00,4.59,0.00
C11_20170709_041040_041100.rttm,0.00,15.04,0.00
C11_20170709_041640_041700.rttm,0.00,10.85,0.00
C11_20170709_042240_042300.rttm,100.00,0.00,0.00
C11_20170709_042840_042900.rttm,100.00,0.00,0.00
C11_20170709_043440_043500.rttm,100.00,0.00,0.00
C11_20170709_044040_044100.rttm,100.00,0.00,0.00
C11_20170709_044640_044700.rttm,100.00,0.00,0.00
C11_20170709_045240_045300.rttm,100.00,0.81,0.81
C11_20170709_045840_045900.rttm,100.00,0.00,0.00
C11_20170709_046440_046500.rttm,100.00,0.00,0.00
C11_20170709_047040_047100.rttm,100.00,0.00,0.00
C11_20170709_047640_047700.rttm,100.00,0.00,0.00
C11_20170709_048240_048300.rttm,100.00,0.00,0.00
C11_20170709_048840_048900.rttm,100.00,0.00,0.00
C11_20170709_049440_049500.rttm,100.00,0.00,0.00
C11_20170709_050040_050100.rttm,0.00,8.83,0.00
C11_20170709_050640_050700.rttm,0.00,9.97,0.00
C11_20170709_051240_051300.rttm,0.00,22.00,0.00
C11_20170709_051840_051900.rttm,100.00,0.00,0.00
C11_20170709_052440_052500.rttm,100.00,0.00,0.00
C11_20170709_053040_053100.rttm,100.00,0.00,0.00
C11_20170709_053640_053700.rttm,100.00,0.00,0.00
C11_20170709_054240_054300.rttm,100.00,0.00,0.00
C11_20170709_054840_054900.rttm,100.00,0.00,0.00
C11_20170709_055440_055500.rttm,0.00,21.56,0.00
C11_20170709_056040_056100.rttm,100.00,0.00,0.00
C11_20170709_056640_056700.rttm,100.00,0.00,0.00
C11_20170709_057240_057300.rttm,100.00,0.00,0.00
C11_20170718_002040_002100.rttm,100.00,0.78,0.78
C11_20170718_002640_002700.rttm,0.00,8.87,0.00
C11_20170718_003240_003300.rttm,0.00,25.60,0.00
C11_20170718_003840_003900.rttm,0.00,46.47,0.00
C11_20170718_004440_004500.rttm,100.00,0.00,0.00
C11_20170718_005040_005100.rttm,0.00,16.79,0.00
C11_20170718_005640_005700.rttm,90.12,0.81,0.73
C11_20170718_006240_006300.rttm,100.00,0.00,0.00
C11_20170718_006840_006900.rttm,100.00,0.00,0.00
C11_20170718_007440_007500.rttm,100.00,0.00,0.00
C11_20170718_008040_008100.rttm,0.00,5.50,0.00
C11_20170718_008640_008700.rttm,0.00,1.87,0.00
C11_20170718_009240_009300.rttm,0.00,1.00,0.00
C11_20170718_009840_009900.rttm,100.00,0.00,0.00
C11_20170718_010440_010500.rttm,100.00,0.00,0.00
C11_20170718_011040_011100.rttm,100.00,0.00,0.00
C11_20170718_011640_011700.rttm,100.00,0.00,0.00
C11_20170718_012240_012300.rttm,100.00,0.00,0.00
C11_20170718_012840_012900.rttm,100.00,0.00,0.00
C11_20170718_013440_013500.rttm,100.00,0.00,0.00
C11_20170718_014040_014100.rttm,100.00,0.00,0.00
C11_20170718_014640_014700.rttm,100.00,0.00,0.00
C11_20170718_015240_015300.rttm,100.00,0.00,0.00
C11_20170718_015840_015900.rttm,100.00,0.00,0.00
C11_20170718_016440_016500.rttm,100.00,0.00,0.00
C11_20170718_017040_017100.rttm,100.00,0.00,0.00
C11_20170718_017640_017700.rttm,100.00,0.00,0.00
C11_20170718_018240_018300.rttm,100.00,0.00,0.00
C11_20170718_018840_018900.rttm,0.00,1.60,0.00
C11_20170718_019440_019500.rttm,0.00,10.92,0.00
C11_20170718_020040_020100.rttm,100.00,0.00,0.00
C11_20170718_020640_020700.rttm,100.00,0.00,0.00
C11_20170718_021240_021300.rttm,100.00,0.00,0.00
C11_20170718_021840_021900.rttm,100.00,0.00,0.00
C11_20170718_022440_022500.rttm,100.00,0.00,0.00
C11_20170718_023040_023100.rttm,100.00,0.00,0.00
C11_20170718_023640_023700.rttm,100.00,0.00,0.00
C11_20170718_024240_024300.rttm,100.00,0.00,0.00
C11_20170718_024840_024900.rttm,100.00,0.00,0.00
C11_20170718_025440_025500.rttm,100.00,0.00,0.00
C11_20170718_026040_026100.rttm,100.00,0.00,0.00
C11_20170718_026640_026700.rttm,100.00,0.00,0.00
C11_20170718_027240_027300.rttm,100.00,0.00,0.00
C11_20170718_027840_027900.rttm,100.00,0.00,0.00
C11_20170718_028440_028500.rttm,100.00,0.00,0.00
C11_20170718_029040_029100.rttm,100.00,0.00,0.00
C11_20170718_029640_029700.rttm,0.00,0.60,0.00
C11_20170718_030240_030300.rttm,100.00,0.00,0.00
C11_20170718_030840_030900.rttm,100.00,0.00,0.00
C11_20170718_031440_031500.rttm,100.00,0.00,0.00
C11_20170718_032040_032100.rttm,100.00,0.00,0.00
C11_20170718_032640_032700.rttm,100.00,0.00,0.00
C11_20170718_033240_033300.rttm,100.00,0.00,0.00
C11_20170718_033840_033900.rttm,100.00,0.00,0.00
C11_20170718_034440_034500.rttm,100.00,0.00,0.00
C11_20170718_035040_035100.rttm,100.00,0.00,0.00
C11_20170718_035640_035700.rttm,0.00,5.16,0.00
C11_20170718_036240_036300.rttm,100.00,0.00,0.00
C11_20170718_036840_036900.rttm,100.00,0.00,0.00
C11_20170718_037440_037500.rttm,100.00,0.00,0.00
C11_20170718_038040_038100.rttm,100.00,0.00,0.00
C11_20170718_038640_038700.rttm,100.00,0.00,0.00
C11_20170718_039240_039300.rttm,100.00,0.00,0.00
C11_20170718_039840_039900.rttm,100.00,0.00,0.00
C11_20170718_040440_040500.rttm,100.00,0.00,0.00
C11_20170718_041040_041100.rttm,0.00,0.60,0.00
C11_20170718_041640_041700.rttm,100.00,0.00,0.00
C11_20170718_042240_042300.rttm,100.00,0.00,0.00
C11_20170718_042840_042900.rttm,100.00,0.00,0.00
C11_20170718_043440_043500.rttm,100.00,0.00,0.00
C11_20170718_044040_044100.rttm,100.00,0.00,0.00
C11_20170718_044640_044700.rttm,100.00,0.00,0.00
C11_20170718_045240_045300.rttm,100.00,0.00,0.00
C11_20170718_045840_045900.rttm,0.00,8.97,0.00
C11_20170718_046440_046500.rttm,100.00,0.00,0.00
C11_20170718_047040_047100.rttm,100.00,0.00,0.00
C11_20170718_047640_047700.rttm,100.00,0.00,0.00
C11_20170718_048240_048300.rttm,0.00,6.55,0.00
C11_20170718_048840_048900.rttm,54.47,9.29,5.06
C11_20170718_049440_049500.rttm,0.00,6.43,0.00
C11_20170718_050040_050100.rttm,0.00,11.20,0.00
C11_20170718_050640_050700.rttm,0.00,6.22,0.00
C11_20170718_051240_051300.rttm,0.00,14.95,0.00
C11_20170718_051840_051900.rttm,0.00,16.94,0.00
C11_20170718_052440_052500.rttm,84.95,21.00,17.84
C11_20170718_053040_053100.rttm,0.00,7.23,0.00
C11_20170718_053640_053700.rttm,0.00,1.94,0.00
C11_20170718_054240_054300.rttm,0.00,2.54,0.00
C11_20170718_054840_054900.rttm,0.00,12.00,0.00
C11_20170718_055440_055500.rttm,0.00,3.76,0.00
C11_20170718_056040_056100.rttm,70.02,6.57,4.60
C11_20170718_056640_056700.rttm,0.00,10.19,0.00
C11_20170718_057240_057300.rttm,0.00,34.92,0.00
C12_20170709_002040_002100.rttm,71.98,4.64,3.34
C12_20170709_002640_002700.rttm,0.00,10.99,0.00
C12_20170709_003240_003300.rttm,0.00,4.55,0.00
C12_20170709_003840_003900.rttm,0.00,0.88,0.00
C12_20170709_004440_004500.rttm,0.00,11.16,0.00
C12_20170709_005040_005100.rttm,0.00,4.58,0.00
C12_20170709_005640_005700.rttm,94.87,22.81,21.64
C12_20170709_006240_006300.rttm,0.00,5.94,0.00
C12_20170709_006840_006900.rttm,0.00,1.22,0.00
C12_20170709_007440_007500.rttm,0.00,18.18,0.00
C12_20170709_008040_008100.rttm,0.00,22.73,0.00
C12_20170709_008640_008700.rttm,0.00,30.36,0.00
C12_20170709_009240_009300.rttm,79.55,4.40,3.50
C12_20170709_009840_009900.rttm,0.00,8.99,0.00
C12_20170709_010440_010500.rttm,0.00,5.31,0.00
C12_20170709_011040_011100.rttm,0.00,6.89,0.00
C12_20170709_011640_011700.rttm,0.00,7.27,0.00
C12_20170709_012240_012300.rttm,0.00,19.38,0.00
C12_20170709_012840_012900.rttm,92.33,24.24,22.38
C12_20170709_013440_013500.rttm,0.00,15.87,0.00
C12_20170709_014040_014100.rttm,0.00,2.64,0.00
C12_20170709_014640_014700.rttm,0.00,17.65,0.00
C12_20170709_015240_015300.rttm,0.00,6.71,0.00
C12_20170709_015840_015900.rttm,0.00,17.15,0.00
C12_20170709_016440_016500.rttm,72.98,16.06,11.72
C12_20170709_017040_017100.rttm,0.00,12.48,0.00
C12_20170709_017640_017700.rttm,0.00,24.94,0.00
C12_20170709_018240_018300.rttm,0.00,4.75,0.00
C12_20170709_018840_018900.rttm,0.00,19.54,0.00
C12_20170709_019440_019500.rttm,0.00,26.92,0.00
C12_20170709_020040_020100.rttm,75.06,8.90,6.68
C12_20170709_020640_020700.rttm,0.00,11.64,0.00
C12_20170709_021240_021300.rttm,0.00,8.82,0.00
C12_20170709_021840_021900.rttm,0.00,6.40,0.00
C12_20170709_022440_022500.rttm,0.00,10.85,0.00
C12_20170709_023040_023100.rttm,0.00,0.61,0.00
C12_20170709_023640_023700.rttm,92.92,4.66,4.33
C12_20170709_024240_024300.rttm,0.00,11.55,0.00
C12_20170709_024840_024900.rttm,0.00,14.91,0.00
C12_20170709_025440_025500.rttm,0.00,2.79,0.00
C12_20170709_026040_026100.rttm,0.00,10.73,0.00
C12_20170709_026640_026700.rttm,0.00,11.85,0.00
C12_20170709_027240_027300.rttm,93.68,26.42,24.75
C12_20170709_027840_027900.rttm,0.00,5.66,0.00
C12_20170709_028440_028500.rttm,0.00,4.66,0.00
C12_20170709_029040_029100.rttm,0.00,4.34,0.00
C12_20170709_029640_029700.rttm,0.00,24.22,0.00
C12_20170709_030240_030300.rttm,0.00,12.04,0.00
C12_20170709_030840_030900.rttm,76.22,9.42,7.18
C12_20170709_031440_031500.rttm,0.00,12.44,0.00
C12_20170709_032040_032100.rttm,0.00,8.61,0.00
C12_20170709_032640_032700.rttm,0.00,17.62,0.00
C12_20170709_033240_033300.rttm,0.00,33.06,0.00
C12_20170709_033840_033900.rttm,0.00,26.04,0.00
C12_20170709_034440_034500.rttm,80.28,14.76,11.85
C12_20170709_035040_035100.rttm,0.00,17.24,0.00
C12_20170709_035640_035700.rttm,0.00,34.34,0.00
C12_20170709_036240_036300.rttm,0.00,30.06,0.00
C12_20170709_036840_036900.rttm,0.00,23.55,0.00
C12_20170709_037440_037500.rttm,0.00,21.69,0.00
C12_20170709_038040_038100.rttm,57.82,18.92,10.94
C12_20170709_038640_038700.rttm,0.00,16.06,0.00
C12_20170709_039240_039300.rttm,0.00,11.68,0.00
C12_20170709_039840_039900.rttm,0.00,5.80,0.00
C12_20170709_040440_040500.rttm,100.00,0.00,0.00
C12_20170709_041040_041100.rttm,0.00,10.59,0.00
C12_20170709_041640_041700.rttm,93.84,2.11,1.98
C12_20170709_042240_042300.rttm,0.00,1.01,0.00
C12_20170709_042840_042900.rttm,100.00,0.00,0.00
C12_20170709_043440_043500.rttm,0.00,25.90,0.00
C12_20170709_044040_044100.rttm,0.00,1.48,0.00
C12_20170709_044640_044700.rttm,0.00,1.32,0.00
C12_20170709_045240_045300.rttm,100.00,0.00,0.00
C12_20170709_045840_045900.rttm,100.00,0.00,0.00
C12_20170709_046440_046500.rttm,0.00,4.14,0.00
C12_20170709_047040_047100.rttm,0.00,5.94,0.00
C12_20170709_047640_047700.rttm,100.00,0.00,0.00
C12_20170709_048240_048300.rttm,100.00,0.00,0.00
C12_20170709_048840_048900.rttm,100.00,0.00,0.00
C12_20170709_049440_049500.rttm,100.00,0.00,0.00
C12_20170709_050040_050100.rttm,100.00,0.00,0.00
C12_20170709_050640_050700.rttm,100.00,0.00,0.00
C12_20170709_051240_051300.rttm,100.00,0.00,0.00
C12_20170709_051840_051900.rttm,100.00,0.00,0.00
C12_20170709_052440_052500.rttm,100.00,0.00,0.00
C12_20170709_053040_053100.rttm,100.00,0.00,0.00
C12_20170709_053640_053700.rttm,100.00,0.00,0.00
C12_20170709_054240_054300.rttm,100.00,0.00,0.00
C12_20170709_054840_054900.rttm,100.00,0.00,0.00
C12_20170709_055440_055500.rttm,100.00,0.00,0.00
C12_20170709_056040_056100.rttm,100.00,0.00,0.00
C12_20170709_056640_056700.rttm,100.00,0.00,0.00
C12_20170709_057240_057300.rttm,100.00,0.00,0.00
C15_20170710_002040_002100.rttm,64.91,16.93,10.99
C15_20170710_002640_002700.rttm,0.00,21.70,0.00
C15_20170710_003240_003300.rttm,0.00,13.57,0.00
C15_20170710_003840_003900.rttm,0.00,16.00,0.00
C15_20170710_004440_004500.rttm,0.00,35.16,0.00
C15_20170710_005040_005100.rttm,0.00,31.65,0.00
C15_20170710_005640_005700.rttm,67.95,16.35,11.11
C15_20170710_006240_006300.rttm,0.00,21.19,0.00
C15_20170710_006840_006900.rttm,0.00,9.80,0.00
C15_20170710_007440_007500.rttm,100.00,0.00,0.00
C15_20170710_008040_008100.rttm,100.00,0.00,0.00
C15_20170710_008640_008700.rttm,100.00,0.00,0.00
C15_20170710_009240_009300.rttm,96.37,8.81,8.49
C15_20170710_009840_009900.rttm,100.00,0.00,0.00
C15_20170710_010440_010500.rttm,0.00,26.68,0.00
C15_20170710_011040_011100.rttm,0.00,10.25,0.00
C15_20170710_011640_011700.rttm,0.00,11.46,0.00
C15_20170710_012240_012300.rttm,0.00,29.69,0.00
C15_20170710_012840_012900.rttm,0.00,24.03,0.00
C15_20170710_013440_013500.rttm,0.00,32.80,0.00
C15_20170710_014040_014100.rttm,0.00,19.07,0.00
C15_20170710_014640_014700.rttm,0.00,23.34,0.00
C15_20170710_015240_015300.rttm,0.00,16.64,0.00
C15_20170710_015840_015900.rttm,0.00,1.19,0.00
C15_20170710_016440_016500.rttm,0.00,4.60,0.00
C15_20170710_017040_017100.rttm,0.00,8.70,0.00
C15_20170710_017640_017700.rttm,0.00,20.02,0.00
C15_20170710_018240_018300.rttm,100.00,0.00,0.00
C15_20170710_018840_018900.rttm,0.00,5.24,0.00
C15_20170710_019440_019500.rttm,0.00,25.47,0.00
C15_20170710_020040_020100.rttm,0.00,37.25,0.00
C15_20170710_020640_020700.rttm,0.00,11.86,0.00
C15_20170710_021240_021300.rttm,0.00,22.45,0.00
C15_20170710_021840_021900.rttm,0.00,27.21,0.00
C15_20170710_022440_022500.rttm,0.00,5.35,0.00
C15_20170710_023040_023100.rttm,0.00,14.54,0.00
C15_20170710_023640_023700.rttm,0.00,3.03,0.00
C15_20170710_024240_024300.rttm,0.00,3.16,0.00
C15_20170710_024840_024900.rttm,0.00,4.04,0.00
C15_20170710_025440_025500.rttm,0.00,29.22,0.00
C15_20170710_026040_026100.rttm,0.00,27.79,0.00
C15_20170710_026640_026700.rttm,0.00,15.41,0.00
C15_20170710_027240_027300.rttm,0.00,4.03,0.00
C15_20170710_027840_027900.rttm,100.00,0.00,0.00
C15_20170710_028440_028500.rttm,100.00,0.00,0.00
C15_20170710_029040_029100.rttm,100.00,0.00,0.00
C15_20170710_029640_029700.rttm,0.00,7.19,0.00
C15_20170710_030240_030300.rttm,0.00,25.37,0.00
C15_20170710_030840_030900.rttm,0.00,8.62,0.00
C15_20170710_031440_031500.rttm,0.00,8.12,0.00
C15_20170710_032040_032100.rttm,100.00,0.00,0.00
C15_20170710_032640_032700.rttm,0.00,7.69,0.00
C15_20170710_033240_033300.rttm,0.00,10.34,0.00
C15_20170710_033840_033900.rttm,0.00,14.83,0.00
C15_20170710_034440_034500.rttm,0.00,14.35,0.00
C15_20170710_035040_035100.rttm,0.00,2.73,0.00
C15_20170710_035640_035700.rttm,0.00,36.06,0.00
C15_20170710_036240_036300.rttm,100.00,0.00,0.00
C15_20170710_036840_036900.rttm,0.00,8.53,0.00
C15_20170710_037440_037500.rttm,100.00,0.00,0.00
C15_20170710_038040_038100.rttm,100.00,0.00,0.00
C15_20170710_038640_038700.rttm,0.00,1.00,0.00
C15_20170710_039240_039300.rttm,100.00,0.00,0.00
C15_20170710_039840_039900.rttm,100.00,0.00,0.00
C15_20170710_040440_040500.rttm,100.00,0.00,0.00
C15_20170710_041040_041100.rttm,100.00,0.00,0.00
C15_20170710_041640_041700.rttm,100.00,0.00,0.00
C15_20170710_042240_042300.rttm,100.00,0.00,0.00
C15_20170710_042840_042900.rttm,100.00,0.00,0.00
C15_20170710_043440_043500.rttm,100.00,0.00,0.00
C15_20170710_044040_044100.rttm,100.00,0.00,0.00
C15_20170710_044640_044700.rttm,0.00,3.99,0.00
C15_20170710_045240_045300.rttm,100.00,0.00,0.00
C15_20170710_045840_045900.rttm,0.00,0.66,0.00
