item,detection precision %,retrieved,relevant retrieved
BER_0396_005220_005340.rttm,84.62,23.40,19.80
BER_0396_008100_008220.rttm,74.80,13.77,10.30
BER_0396_008820_008940.rttm,86.21,8.34,7.19
BER_0396_010140_010260.rttm,87.82,29.15,25.60
BER_0396_011160_011280.rttm,86.42,24.00,20.74
BER_0396_012900_013020.rttm,20.68,19.58,4.05
BER_0396_013680_013800.rttm,8.94,24.17,2.16
BER_0396_014520_014640.rttm,52.47,37.93,19.90
BER_0396_021840_021960.rttm,100.00,0.00,0.00
BER_0396_022920_023040.rttm,100.00,0.00,0.00
BER_0396_024120_024240.rttm,71.66,18.95,13.58
BER_0396_024840_024960.rttm,90.41,23.67,21.40
BER_0396_033660_033780.rttm,86.80,45.61,39.59
BER_0396_037380_037500.rttm,89.96,24.80,22.31
BER_0396_040500_040620.rttm,29.74,3.06,0.91
BER_1196_002760_002880.rttm,77.06,11.16,8.60
BER_1196_007500_007620.rttm,100.00,0.00,0.00
BER_1196_011160_011280.rttm,94.77,4.78,4.53
BER_1196_013680_013800.rttm,72.60,24.56,17.83
BER_1196_014760_014880.rttm,86.19,38.59,33.26
BER_1196_015660_015780.rttm,64.93,13.63,8.85
BER_1196_016140_016260.rttm,85.59,43.02,36.82
BER_1196_021240_021360.rttm,90.61,14.70,13.32
BER_1196_022560_022680.rttm,73.94,40.33,29.82
BER_1196_023820_023940.rttm,78.06,17.87,13.95
BER_1196_024960_025080.rttm,57.57,21.59,12.43
BER_1196_032880_033000.rttm,59.29,9.04,5.36
BER_1196_033480_033600.rttm,66.52,24.43,16.25
BER_1196_034740_034860.rttm,62.22,31.92,19.86
BER_1196_039000_039120.rttm,99.31,2.90,2.88
BER_1618_003480_003600.rttm,83.54,24.24,20.25
BER_1618_007620_007740.rttm,100.00,0.00,0.00
BER_1618_009000_009120.rttm,100.00,0.00,0.00
BER_1618_013200_013320.rttm,0.00,1.80,0.00
BER_1618_017400_017520.rttm,85.89,41.10,35.30
BER_1618_023520_023640.rttm,100.00,0.00,0.00
BER_1618_023820_023940.rttm,100.00,0.00,0.00
BER_1618_024180_024300.rttm,100.00,0.00,0.00
BER_1618_031620_031740.rttm,92.12,42.91,39.53
BER_1618_041040_041160.rttm,93.12,25.72,23.95
BER_1618_043620_043740.rttm,0.00,1.31,0.00
BER_1618_047700_047820.rttm,100.00,0.00,0.00
BER_1618_050520_050640.rttm,100.00,0.00,0.00
BER_1618_051240_051360.rttm,100.00,0.00,0.00
BER_1618_053820_053940.rttm,100.00,0.00,0.00
BER_1844_002580_002700.rttm,100.00,0.66,0.66
BER_1844_009060_009180.rttm,100.00,0.00,0.00
BER_1844_010560_010680.rttm,100.00,0.00,0.00
BER_1844_012120_012240.rttm,100.00,3.39,3.39
BER_1844_013200_013320.rttm,86.82,23.74,20.61
BER_1844_013740_013860.rttm,87.02,35.22,30.65
BER_1844_018120_018240.rttm,95.37,21.18,20.20
BER_1844_018960_019080.rttm,31.63,14.32,4.53
BER_1844_020340_020460.rttm,99.76,8.43,8.41
BER_1844_028320_028440.rttm,63.08,10.05,6.34
BER_1844_029940_030060.rttm,77.04,20.34,15.67
BER_1844_030660_030780.rttm,100.00,0.00,0.00
BER_1844_031620_031740.rttm,100.00,16.97,16.97
BER_1844_034080_034200.rttm,95.44,24.13,23.03
BER_1844_041880_042000.rttm,95.70,25.56,24.46
BER_2927_012000_012120.rttm,80.23,24.28,19.48
BER_2927_013500_013620.rttm,97.11,39.82,38.67
BER_2927_014160_014280.rttm,86.53,60.86,52.66
BER_2927_019980_020100.rttm,100.00,0.00,0.00
BER_2927_023820_023940.rttm,93.48,67.96,63.53
BER_2927_025080_025200.rttm,88.72,40.94,36.32
BER_2927_026160_026280.rttm,88.43,54.64,48.32
BER_2927_026460_026580.rttm,82.89,56.27,46.64
BER_2927_027180_027300.rttm,90.20,42.67,38.49
BER_2927_030120_030240.rttm,86.83,44.50,38.64
BER_2927_037440_037560.rttm,57.77,2.51,1.45
BER_2927_044340_044460.rttm,92.29,11.03,10.18
BER_2927_053160_053280.rttm,100.00,0.00,0.00
BER_2927_054900_055020.rttm,100.00,0.00,0.00
BER_2927_056400_056520.rttm,100.00,0.00,0.00
BER_3749_004140_004260.rttm,96.86,91.39,88.52
BER_3749_004620_004740.rttm,88.08,50.84,44.78
BER_3749_005520_005640.rttm,97.66,52.20,50.98
BER_3749_007860_007980.rttm,0.00,0.60,0.00
BER_3749_009540_009660.rttm,99.27,19.21,19.07
BER_3749_009720_009840.rttm,100.00,0.00,0.00
BER_3749_011280_011400.rttm,100.00,0.00,0.00
BER_3749_011640_011760.rttm,100.00,0.00,0.00
BER_3749_017640_017760.rttm,88.92,43.13,38.35
BER_3749_019920_020040.rttm,95.46,27.53,26.28
BER_3749_021240_021360.rttm,100.00,0.00,0.00
BER_3749_026400_026520.rttm,100.00,0.00,0.00
BER_3749_028920_029040.rttm,93.41,12.59,11.76
BER_3749_034680_034800.rttm,97.98,51.99,50.94
BER_3749_043560_043680.rttm,90.22,47.67,43.01
BER_3895_003780_003900.rttm,60.00,0.60,0.36
BER_3895_006120_006240.rttm,100.00,0.00,0.00
BER_3895_009300_009420.rttm,83.45,13.96,11.65
BER_3895_012180_012300.rttm,89.44,54.55,48.79
BER_3895_013020_013140.rttm,89.63,49.84,44.67
BER_3895_013440_013560.rttm,96.17,78.89,75.87
BER_3895_014940_015060.rttm,86.15,46.08,39.70
BER_3895_021660_021780.rttm,9.21,37.45,3.45
BER_3895_027120_027240.rttm,97.00,11.35,11.01
BER_3895_030120_030240.rttm,73.02,13.90,10.15
BER_3895_030480_030600.rttm,64.56,34.76,22.44
BER_3895_033060_033180.rttm,20.47,8.06,1.65
BER_3895_037560_037680.rttm,100.00,0.00,0.00
BER_3895_043560_043680.rttm,82.43,71.99,59.34
BER_3895_047220_047340.rttm,21.37,41.32,8.83
BER_5750_004860_004980.rttm,93.55,30.22,28.27
BER_5750_006420_006540.rttm,92.02,26.56,24.44
BER_5750_008100_008220.rttm,100.00,16.16,16.16
BER_5750_010560_010680.rttm,97.29,37.97,36.94
BER_5750_022500_022620.rttm,100.00,0.00,0.00
BER_5750_027060_027180.rttm,95.22,66.56,63.38
BER_5750_029340_029460.rttm,84.79,27.48,23.30
BER_5750_029760_029880.rttm,78.73,49.13,38.68
BER_5750_030120_030240.rttm,52.11,30.99,16.15
BER_5750_030420_030540.rttm,64.15,57.69,37.01
BER_5750_034560_034680.rttm,100.00,0.00,0.00
BER_5750_038520_038640.rttm,100.00,0.00,0.00
BER_5750_039300_039420.rttm,100.00,0.00,0.00
BER_5750_039840_039960.rttm,100.00,0.00,0.00
BER_5750_040800_040920.rttm,100.00,0.00,0.00
BER_6035_008160_008280.rttm,96.00,14.51,13.93
BER_6035_010680_010800.rttm,88.55,38.95,34.49
BER_6035_013920_014040.rttm,83.27,78.10,65.03
BER_6035_018600_018720.rttm,100.00,0.00,0.00
BER_6035_019380_019500.rttm,100.00,0.00,0.00
BER_6035_021240_021360.rttm,100.00,0.00,0.00
BER_6035_022140_022260.rttm,100.00,0.00,0.00
BER_6035_026940_027060.rttm,96.14,32.64,31.38
BER_6035_027780_027900.rttm,85.15,36.10,30.74
BER_6035_030300_030420.rttm,90.13,35.75,32.22
BER_6035_030840_030960.rttm,95.88,3.40,3.26
BER_6035_037980_038100.rttm,100.00,0.00,0.00
BER_6035_041460_041580.rttm,100.00,0.00,0.00
BER_6035_045540_045660.rttm,100.00,0.00,0.00
BER_6035_049440_049560.rttm,100.00,0.00,0.00
BER_7758_003780_003900.rttm,69.06,19.20,13.26
BER_7758_004740_004860.rttm,74.65,25.36,18.93
BER_7758_010440_010560.rttm,66.67,0.60,0.40
BER_7758_010740_010860.rttm,88.61,4.83,4.28
BER_7758_012180_012300.rttm,88.33,3.77,3.33
BER_7758_019140_019260.rttm,87.34,63.59,55.54
BER_7758_021540_021660.rttm,100.00,0.00,0.00
BER_7758_026700_026820.rttm,100.00,0.00,0.00
BER_7758_027600_027720.rttm,100.00,0.00,0.00
BER_7758_027960_028080.rttm,100.00,0.00,0.00
BER_7758_029940_030060.rttm,63.45,10.15,6.44
BER_7758_031380_031500.rttm,100.00,0.00,0.00
BER_7758_032520_032640.rttm,100.00,0.00,0.00
BER_7758_034260_034380.rttm,100.00,0.00,0.00
BER_7758_038460_038580.rttm,74.89,26.09,19.54
C01_20170706_002040_002100.rttm,90.56,14.20,12.86
C01_20170706_002640_002700.rttm,0.00,3.74,0.00
C01_20170706_003240_003300.rttm,0.00,12.98,0.00
C01_20170706_003840_003900.rttm,0.00,3.43,0.00
C01_20170706_004440_004500.rttm,0.00,0.60,0.00
C01_20170706_005040_005100.rttm,0.00,29.18,0.00
C01_20170706_005640_005700.rttm,88.49,2.52,2.23
C01_20170706_006240_006300.rttm,0.00,10.89,0.00
C01_20170706_006840_006900.rttm,0.00,18.64,0.00
C01_20170706_007440_007500.rttm,0.00,28.35,0.00
C01_20170706_008040_008100.rttm,0.00,8.95,0.00
C01_20170706_008640_008700.rttm,0.00,45.64,0.00
C01_20170706_009240_009300.rttm,7.41,11.61,0.86
C01_20170706_009840_009900.rttm,0.00,18.94,0.00
C01_20170706_010440_010500.rttm,0.00,25.59,0.00
C01_20170706_011040_011100.rttm,0.00,23.98,0.00
C01_20170706_011640_011700.rttm,0.00,7.15,0.00
C01_20170706_012240_012300.rttm,100.00,0.00,0.00
C01_20170706_012840_012900.rttm,100.00,0.00,0.00
C01_20170706_013440_013500.rttm,100.00,0.00,0.00
C01_20170706_014040_014100.rttm,100.00,0.00,0.00
C01_20170706_014640_014700.rttm,100.00,0.00,0.00
C01_20170706_015240_015300.rttm,100.00,0.00,0.00
C01_20170706_015840_015900.rttm,100.00,0.00,0.00
C01_20170706_016440_016500.rttm,100.00,0.00,0.00
C01_20170706_017040_017100.rttm,100.00,0.00,0.00
C01_20170706_017640_017700.rttm,100.00,0.00,0.00
C01_20170706_018240_018300.rttm,100.00,0.00,0.00
C01_20170706_018840_018900.rttm,100.00,0.00,0.00
C01_20170706_019440_019500.rttm,100.00,0.00,0.00
C01_20170706_020040_020100.rttm,100.00,0.00,0.00
C01_20170706_020640_020700.rttm,100.00,0.00,0.00
C01_20170706_021240_021300.rttm,100.00,0.00,0.00
C01_20170706_021840_021900.rttm,100.00,0.00,0.00
C01_20170706_022440_022500.rttm,100.00,0.00,0.00
C01_20170706_023040_023100.rttm,100.00,0.00,0.00
C01_20170706_023640_023700.rttm,0.00,0.81,0.00
C01_20170706_024240_024300.rttm,100.00,0.00,0.00
C01_20170706_024840_024900.rttm,100.00,0.00,0.00
C01_20170706_025440_025500.rttm,100.00,0.00,0.00
C01_20170706_026040_026100.rttm,100.00,0.00,0.00
C01_20170706_026640_026700.rttm,100.00,0.00,0.00
C01_20170706_027240_027300.rttm,100.00,0.00,0.00
C01_20170706_027840_027900.rttm,100.00,0.00,0.00
C01_20170706_028440_028500.rttm,100.00,0.00,0.00
C01_20170706_029040_029100.rttm,100.00,0.00,0.00
C01_20170706_029640_029700.rttm,100.00,0.00,0.00
C01_20170706_030240_030300.rttm,100.00,0.00,0.00
C01_20170706_030840_030900.rttm,100.00,0.00,0.00
C01_20170706_031440_031500.rttm,0.00,0.84,0.00
C01_20170706_032040_032100.rttm,100.00,0.00,0.00
C01_20170706_032640_032700.rttm,100.00,0.00,0.00
C01_20170706_033240_033300.rttm,100.00,0.00,0.00
C01_20170706_033840_033900.rttm,100.00,0.00,0.00
C01_20170706_034440_034500.rttm,100.00,0.00,0.00
C01_20170706_035040_035100.rttm,100.00,0.00,0.00
C01_20170706_035640_035700.rttm,100.00,0.00,0.00
C01_20170706_036240_036300.rttm,100.00,0.00,0.00
C01_20170706_036840_036900.rttm,100.00,0.00,0.00
C01_20170706_037440_037500.rttm,100.00,0.00,0.00
C01_20170706_038040_038100.rttm,0.00,0.60,0.00
C01_20170706_038640_038700.rttm,100.00,0.00,0.00
C01_20170706_039240_039300.rttm,0.00,0.67,0.00
C01_20170706_039840_039900.rttm,100.00,0.00,0.00
C01_20170706_040440_040500.rttm,100.00,0.00,0.00
C01_20170706_041040_041100.rttm,100.00,0.00,0.00
C01_20170706_041640_041700.rttm,100.00,0.00,0.00
C01_20170706_042240_042300.rttm,100.00,0.00,0.00
C01_20170706_042840_042900.rttm,100.00,0.00,0.00
C01_20170706_043440_043500.rttm,100.00,0.00,0.00
C01_20170706_044040_044100.rttm,100.00,0.00,0.00
C01_20170706_044640_044700.rttm,100.00,0.00,0.00
C01_20170706_045240_045300.rttm,100.00,0.00,0.00
C01_20170706_045840_045900.rttm,0.00,15.75,0.00
C01_20170706_046440_046500.rttm,100.00,0.00,0.00
C01_20170706_047040_047100.rttm,100.00,0.00,0.00
C01_20170706_047640_047700.rttm,100.00,0.00,0.00
C01_20170706_048240_048300.rttm,100.00,0.00,0.00
C01_20170706_048840_048900.rttm,100.00,0.00,0.00
C01_20170706_049440_049500.rttm,100.00,0.00,0.00
C01_20170706_050040_050100.rttm,0.00,10.28,0.00
C01_20170706_050640_050700.rttm,0.00,4.00,0.00
C01_20170706_051240_051300.rttm,0.00,8.97,0.00
C01_20170706_051840_051900.rttm,0.00,3.65,0.00
C01_20170706_052440_052500.rttm,55.07,19.92,10.97
C01_20170706_053040_053100.rttm,0.00,18.37,0.00
C01_20170706_053640_053700.rttm,0.00,2.17,0.00
C01_20170706_054240_054300.rttm,0.00,7.01,0.00
C01_20170706_054840_054900.rttm,0.00,39.07,0.00
C01_20170706_055440_055500.rttm,0.00,46.92,0.00
C01_20170706_056040_056100.rttm,100.00,0.00,0.00
C01_20170706_056640_056700.rttm,0.00,6.54,0.00
C01_20170706_057240_057300.rttm,0.00,17.55,0.00
C01_20170706}_018840_018900.rttm,100.00,0.00,0.00
C01_20170718_002040_002100.rttm,69.39,10.42,7.23
C01_20170718_002640_002700.rttm,0.00,17.16,0.00
C01_20170718_003240_003300.rttm,0.00,29.72,0.00
C01_20170718_003840_003900.rttm,0.00,7.94,0.00
C01_20170718_004440_004500.rttm,0.00,38.31,0.00
C01_20170718_005040_005100.rttm,0.00,12.17,0.00
C01_20170718_005640_005700.rttm,77.45,5.81,4.50
C01_20170718_006240_006300.rttm,100.00,0.00,0.00
C01_20170718_006840_006900.rttm,0.00,1.80,0.00
C01_20170718_007440_007500.rttm,100.00,0.00,0.00
C01_20170718_008040_008100.rttm,0.00,9.39,0.00
C01_20170718_008640_008700.rttm,0.00,9.78,0.00
C01_20170718_009240_009300.rttm,85.98,15.19,13.06
C01_20170718_009840_009900.rttm,0.00,17.07,0.00
C01_20170718_010440_010500.rttm,0.00,1.73,0.00
C01_20170718_011040_011100.rttm,0.00,29.66,0.00
C01_20170718_011640_011700.rttm,0.00,7.37,0.00
C01_20170718_012240_012300.rttm,100.00,0.00,0.00
C01_20170718_012840_012900.rttm,100.00,0.00,0.00
C01_20170718_013440_013500.rttm,0.00,4.82,0.00
C01_20170718_014040_014100.rttm,0.00,15.59,0.00
C01_20170718_014640_014700.rttm,0.00,5.86,0.00
C01_20170718_015240_015300.rttm,0.00,37.37,0.00
C01_20170718_015840_015900.rttm,0.00,28.95,0.00
C01_20170718_016440_016500.rttm,41.79,5.91,2.47
C01_20170718_017040_017100.rttm,0.00,5.20,0.00
C01_20170718_017640_017700.rttm,0.00,25.53,0.00
C01_20170718_018240_018300.rttm,0.00,20.62,0.00
C01_20170718_018840_018900.rttm,0.00,6.43,0.00
C01_20170718_019440_019500.rttm,100.00,0.00,0.00
C01_20170718_020040_020100.rttm,74.30,7.16,5.32
C01_20170718_020640_020700.rttm,0.00,3.92,0.00
C01_20170718_021240_021300.rttm,0.00,20.22,0.00
C01_20170718_021840_021900.rttm,0.00,8.44,0.00
C01_20170718_022440_022500.rttm,0.00,13.95,0.00
C01_20170718_023040_023100.rttm,0.00,34.28,0.00
C01_20170718_023640_023700.rttm,81.77,14.21,11.62
C01_20170718_024240_024300.rttm,0.00,16.55,0.00
C01_20170718_024840_024900.rttm,0.00,9.25,0.00
C01_20170718_025440_025500.rttm,0.00,15.47,0.00
C01_20170718_026040_026100.rttm,0.00,30.31,0.00
C01_20170718_026640_026700.rttm,0.00,3.25,0.00
C01_20170718_027240_027300.rttm,62.35,2.55,1.59
C01_20170718_027840_027900.rttm,0.00,5.79,0.00
C01_20170718_028440_028500.rttm,100.00,0.00,0.00
C01_20170718_029040_029100.rttm,100.00,0.00,0.00
C01_20170718_029640_029700.rttm,100.00,0.00,0.00
C01_20170718_030240_030300.rttm,0.00,12.38,0.00
C01_20170718_030840_030900.rttm,0.00,2.60,0.00
C01_20170718_031440_031500.rttm,0.00,3.16,0.00
C01_20170718_032040_032100.rttm,0.00,2.28,0.00
C01_20170718_032640_032700.rttm,0.00,28.46,0.00
C01_20170718_033240_033300.rttm,0.00,38.75,0.00
C01_20170718_033840_033900.rttm,0.00,14.04,0.00
C01_20170718_034440_034500.rttm,86.58,24.45,21.17
C01_20170718_035040_035100.rttm,0.00,1.63,0.00
C01_20170718_035640_035700.rttm,0.00,24.49,0.00
C01_20170718_036240_036300.rttm,0.00,17.25,0.00
C01_20170718_036840_036900.rttm,0.00,4.67,0.00
C01_20170718_037440_037500.rttm,0.00,9.09,0.00
C01_20170718_038040_038100.rttm,33.26,21.50,7.15
C01_20170718_038640_038700.rttm,0.00,16.28,0.00
C01_20170718_039240_039300.rttm,0.00,25.95,0.00
C01_20170718_039840_039900.rttm,0.00,24.19,0.00
C01_20170718_040440_040500.rttm,0.00,21.54,0.00
C01_20170718_041040_041100.rttm,0.00,24.06,0.00
C01_20170718_041640_041700.rttm,83.52,2.61,2.18
C01_20170718_042240_042300.rttm,0.00,36.54,0.00
C01_20170718_042840_042900.rttm,0.00,22.81,0.00
C01_20170718_043440_043500.rttm,0.00,23.80,0.00
C01_20170718_044040_044100.rttm,100.00,0.00,0.00
C01_20170718_044640_044700.rttm,100.00,0.00,0.00
C01_20170718_045240_045300.rttm,100.00,0.00,0.00
C01_20170718_045840_045900.rttm,100.00,0.00,0.00
C01_20170718_046440_046500.rttm,100.00,0.00,0.00
C01_20170718_047040_047100.rttm,0.00,0.66,0.00
C01_20170718_047640_047700.rttm,100.00,0.00,0.00
C01_20170718_048240_048300.rttm,100.00,0.00,0.00
C01_20170718_048840_048900.rttm,100.00,0.00,0.00
C01_20170718_049440_049500.rttm,100.00,0.00,0.00
C01_20170718_050040_050100.rttm,100.00,0.00,0.00
C01_20170718_050640_050700.rttm,100.00,0.00,0.00
C01_20170718_051240_051300.rttm,100.00,0.00,0.00
C01_20170718_051840_051900.rttm,100.00,0.00,0.00
C01_20170718_052440_052500.rttm,100.00,0.00,0.00
C01_20170718_053040_053100.rttm,0.00,1.17,0.00
C01_20170718_053640_053700.rttm,100.00,0.00,0.00
C01_20170718_054240_054300.rttm,100.00,0.00,0.00
C01_20170718_054840_054900.rttm,100.00,0.00,0.00
C01_20170718_055440_055500.rttm,100.00,0.00,0.00
C01_20170718_056040_056100.rttm,100.00,0.00,0.00
C01_20170718_056640_056700.rttm,100.00,0.00,0.00
C01_20170718_057240_057300.rttm,100.00,0.00,0.00
C04_20170707_002040_002100.rttm,92.55,22.15,20.50
C04_20170707_002640_002700.rttm,100.00,0.00,0.00
C04_20170707_003240_003300.rttm,100.00,0.00,0.00
C04_20170707_003840_003900.rttm,0.00,13.37,0.00
C04_20170707_004440_004500.rttm,0.00,22.03,0.00
C04_20170707_005040_005100.rttm,0.00,26.34,0.00
C04_20170707_005640_005700.rttm,88.33,1.20,1.06
C04_20170707_006240_006300.rttm,0.00,14.82,0.00
C04_20170707_006840_006900.rttm,0.00,9.08,0.00
C04_20170707_007440_007500.rttm,0.00,25.91,0.00
C04_20170707_008040_008100.rttm,0.00,3.07,0.00
C04_20170707_008640_008700.rttm,0.00,12.10,0.00
C04_20170707_009240_009300.rttm,82.82,25.43,21.06
C04_20170707_009840_009900.rttm,0.00,14.31,0.00
C04_20170707_010440_010500.rttm,0.00,16.39,0.00
C04_20170707_011040_011100.rttm,0.00,9.53,0.00
C04_20170707_011640_011700.rttm,0.00,9.17,0.00
C04_20170707_012240_012300.rttm,0.00,23.34,0.00
C04_20170707_012840_012900.rttm,85.00,11.60,9.86
C04_20170707_013440_013500.rttm,0.00,31.43,0.00
C04_20170707_014040_014100.rttm,0.00,21.59,0.00
C04_20170707_014640_014700.rttm,0.00,45.90,0.00
C04_20170707_015240_015300.rttm,0.00,7.17,0.00
C04_20170707_015840_015900.rttm,0.00,16.05,0.00
C04_20170707_016440_016500.rttm,96.00,25.99,24.95
C04_20170707_017040_017100.rttm,0.00,10.18,0.00
C04_20170707_017640_017700.rttm,0.00,28.07,0.00
C04_20170707_018240_018300.rttm,0.00,16.44,0.00
C04_20170707_018840_018900.rttm,100.00,0.00,0.00
C04_20170707_019440_019500.rttm,0.00,1.54,0.00
C04_20170707_020040_020100.rttm,100.00,0.00,0.00
C04_20170707_020640_020700.rttm,100.00,0.00,0.00
C04_20170707_021240_021300.rttm,100.00,0.00,0.00
C04_20170707_021840_021900.rttm,100.00,0.00,0.00
C04_20170707_022440_022500.rttm,100.00,0.00,0.00
C04_20170707_023040_023100.rttm,100.00,0.00,0.00
C04_20170707_023640_023700.rttm,100.00,0.00,0.00
C04_20170707_024240_024300.rttm,0.00,21.42,0.00
C04_20170707_024840_024900.rttm,0.00,14.75,0.00
C04_20170707_025440_025500.rttm,0.00,13.72,0.00
C04_20170707_026040_026100.rttm,0.00,16.47,0.00
C04_20170707_026640_026700.rttm,0.00,2.56,0.00
C04_20170707_027240_027300.rttm,84.33,33.19,27.99
C04_20170707_027840_027900.rttm,0.00,6.60,0.00
C04_20170707_028440_028500.rttm,0.00,1.67,0.00
C04_20170707_029040_029100.rttm,0.00,19.54,0.00
C04_20170707_029640_029700.rttm,0.00,11.41,0.00
C04_20170707_030240_030300.rttm,0.00,2.32,0.00
C04_20170707_030840_030900.rttm,51.27,9.81,5.03
C04_20170707_031440_031500.rttm,0.00,20.09,0.00
C04_20170707_032040_032100.rttm,0.00,38.40,0.00
C04_20170707_032640_032700.rttm,100.00,0.00,0.00
C04_20170707_033240_033300.rttm,100.00,0.00,0.00
C04_20170707_033840_033900.rttm,0.00,2.05,0.00
C04_20170707_034440_034500.rttm,77.82,24.89,19.37
C04_20170707_035040_035100.rttm,100.00,0.00,0.00
C04_20170707_035640_035700.rttm,100.00,0.00,0.00
C04_20170707_036240_036300.rttm,0.00,0.99,0.00
C04_20170707_036840_036900.rttm,100.00,0.00,0.00
C04_20170707_037440_037500.rttm,100.00,0.00,0.00
C04_20170707_038040_038100.rttm,91.69,5.90,5.41
C04_20170707_038640_038700.rttm,100.00,0.00,0.00
C04_20170707_039240_039300.rttm,100.00,0.00,0.00
C04_20170707_039840_039900.rttm,100.00,0.00,0.00
C04_20170707_040440_040500.rttm,100.00,0.00,0.00
C04_20170707_041040_041100.rttm,100.00,0.00,0.00
C04_20170707_041640_041700.rttm,57.14,1.33,0.76
C04_20170707_042240_042300.rttm,100.00,0.00,0.00
C04_20170707_042840_042900.rttm,100.00,0.00,0.00
C04_20170707_043440_043500.rttm,100.00,0.00,0.00
C04_20170707_044040_044100.rttm,100.00,0.00,0.00
C04_20170707_044640_044700.rttm,100.00,0.00,0.00
C04_20170707_045240_045300.rttm,100.00,0.00,0.00
C04_20170707_045840_045900.rttm,100.00,0.00,0.00
C04_20170707_046440_046500.rttm,100.00,0.00,0.00
C04_20170707_047040_047100.rttm,100.00,0.00,0.00
C04_20170707_047640_047700.rttm,0.00,0.63,0.00
C04_20170707_048240_048300.rttm,100.00,0.00,0.00
C04_20170707_048840_048900.rttm,100.00,0.00,0.00
C04_20170707_049440_049500.rttm,100.00,0.00,0.00
C04_20170707_050040_050100.rttm,0.00,1.22,0.00
C04_20170707_050640_050700.rttm,100.00,0.00,0.00
C04_20170707_051240_051300.rttm,100.00,0.00,0.00
C04_20170707_051840_051900.rttm,100.00,0.00,0.00
C04_20170707_052440_052500.rttm,100.00,0.00,0.00
C04_20170707_053040_053100.rttm,100.00,0.00,0.00
C04_20170707_053640_053700.rttm,100.00,0.00,0.00
C04_20170707_054240_054300.rttm,100.00,0.00,0.00
C04_20170707_054840_054900.rttm,100.00,0.00,0.00
C04_20170707_055440_055500.rttm,100.00,0.00,0.00
C04_20170707_056040_056100.rttm,100.00,0.00,0.00
C04_20170707_056640_056700.rttm,0.00,0.80,0.00
C04_20170707_057240_057300.rttm,100.00,0.00,0.00
C09_20170708_002040_002100.rttm,55.81,3.87,2.16
C09_20170708_002640_002700.rttm,0.00,22.86,0.00
C09_20170708_003240_003300.rttm,0.00,25.01,0.00
C09_20170708_003840_003900.rttm,0.00,18.76,0.00
C09_20170708_004440_004500.rttm,0.00,13.32,0.00
C09_20170708_005040_005100.rttm,0.00,0.93,0.00
C09_20170708_005640_005700.rttm,80.31,7.62,6.12
C09_20170708_006240_006300.rttm,0.00,29.35,0.00
C09_20170708_006840_006900.rttm,0.00,11.47,0.00
C09_20170708_007440_007500.rttm,0.00,36.48,0.00
C09_20170708_008040_008100.rttm,0.00,21.78,0.00
C09_20170708_008640_008700.rttm,0.00,9.21,0.00
C09_20170708_009240_009300.rttm,57.68,13.73,7.92
C09_20170708_009840_009900.rttm,0.00,16.55,0.00
C09_20170708_010440_010500.rttm,0.00,17.86,0.00
C09_20170708_011040_011100.rttm,0.00,10.27,0.00
C09_20170708_011640_011700.rttm,0.00,27.94,0.00
C09_20170708_012240_012300.rttm,0.00,31.92,0.00
C09_20170708_012840_012900.rttm,75.75,23.05,17.46
C09_20170708_013440_013500.rttm,0.00,4.71,0.00
C09_20170708_014040_014100.rttm,0.00,1.59,0.00
C09_20170708_014640_014700.rttm,0.00,1.62,0.00
C09_20170708_015240_015300.rttm,100.00,0.00,0.00
C09_20170708_015840_015900.rttm,0.00,10.44,0.00
C09_20170708_016440_016500.rttm,77.71,4.71,3.66
C09_20170708_017040_017100.rttm,0.00,13.72,0.00
C09_20170708_017640_017700.rttm,0.00,5.35,0.00
C09_20170708_018240_018300.rttm,0.00,20.52,0.00
C09_20170708_018840_018900.rttm,0.00,3.51,0.00
C09_20170708_019440_019500.rttm,0.00,3.16,0.00
C09_20170708_020040_020100.rttm,82.97,15.44,12.81
C09_20170708_020640_020700.rttm,0.00,19.19,0.00
C09_20170708_021240_021300.rttm,0.00,12.94,0.00
C09_20170708_021840_021900.rttm,0.00,9.30,0.00
C09_20170708_022440_022500.rttm,0.00,32.73,0.00
C09_20170708_023040_023100.rttm,0.00,22.10,0.00
C09_20170708_023640_023700.rttm,0.00,0.73,0.00
C09_20170708_024240_024300.rttm,0.00,30.36,0.00
C09_20170708_024840_024900.rttm,0.00,14.12,0.00
C09_20170708_025440_025500.rttm,100.00,0.00,0.00
C09_20170708_026040_026100.rttm,100.00,0.00,0.00
C09_20170708_026640_026700.rttm,100.00,0.00,0.00
C09_20170708_027240_027300.rttm,88.79,23.91,21.23
C09_20170708_027840_027900.rttm,0.00,13.04,0.00
C09_20170708_028440_028500.rttm,100.00,0.00,0.00
C09_20170708_029040_029100.rttm,100.00,0.00,0.00
C09_20170708_029640_029700.rttm,0.00,1.87,0.00
C09_20170708_030240_030300.rttm,0.00,1.12,0.00
C09_20170708_030840_030900.rttm,100.00,0.00,0.00
C09_20170708_031440_031500.rttm,0.00,1.62,0.00
C09_20170708_032040_032100.rttm,100.00,0.00,0.00
C09_20170708_032640_032700.rttm,100.00,0.00,0.00
C09_20170708_033240_033300.rttm,100.00,0.00,0.00
C09_20170708_033840_033900.rttm,100.00,0.00,0.00
C09_20170708_034440_034500.rttm,100.00,0.00,0.00
C09_20170708_035040_035100.rttm,0.00,3.83,0.00
C09_20170708_035640_035700.rttm,100.00,0.00,0.00
