"gold1_CV_cum_dur" "gold1_CV_mean" "gold1_CV_count" "gold1_short_CV_count" "gold1_CNV_cum_dur" "gold1_CNV_mean" "gold1_CNV_count" "gold1_short_CNV_count" "gold1_CH_cum_dur" "gold1_CH_mean" "gold1_CH_count" "gold1_CTC_count" "gold2_CV_cum_dur" "gold2_CV_mean" "gold2_CV_count" "gold2_short_CV_count" "gold2_CNV_cum_dur" "gold2_CNV_mean" "gold2_CNV_count" "gold2_short_CNV_count" "gold2_CH_cum_dur" "gold2_CH_mean" "gold2_CH_count" "gold2_CTC_count"
242.21 0.783851132686084 309 147 107.77 1.58485294117647 68 19 349.98 33.9723868194714 377 204 281.46 0.811123919308357 347 161 75.22 1.60042553191489 47 10 361.44 33.3928844896933 399 238
